id,track_id,track_name,artist_id,artist_name,release_id,release_name,explicit,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
24,000x2qE0ZI3hodeVrnJK8A,(Love Me Like Music) I'll Be Your Song,['34jw2BbxjoYalTp8cJFCPv'],['Heart'],2N0AgtWbCmVoNUl2GN1opH,Dreamboat Annie,False,37,0.339,0.507,200627,0.356,0.0,0,0.18,-14.24,1,0.0306,134.248,4,0.472
25,0010OQltdNxlD21XWqZsYF,Deep Purple/Blue Velvet - Medley,"['46d292pKNk3zreGHQf9H30', '5QU4kh7ug12tY7NsW0c2zq', '7rjQksDoFVnQricrwY1pOP', '7JsM6iA17K94mcFcg9w3zN', '2F0kPpQ5mtta1ORIyO2xex']","['Mitchell Parish', 'Peter de Rose', 'Lee Morris', 'Bernie Wayne', 'Jackie Gleason']",02x5TcGeRKzveg5jUwS0Ly,The Romantic Moods Of Jackie Gleason,False,14,0.922,0.215,354200,0.117,0.939,7,0.0737,-20.011,0,0.0371,110.45,3,0.0726
26,0012iPKNQl1zhdYwq3iVa1,"Serenade to Music (From ""The Merchant of Venice, Act V, Scene 1""): ""Look how the floor of heaven is thick inlaid""","['7wNkISK49lKeXuRaZcQVFe', '2LmyJyCF5V1eQyvHgJNbTn', '3gacryguGmpmCvgPGt2CBI']","['Ralph Vaughan Williams', 'Leonard Bernstein', 'New York Philharmonic']",6ZK9LeRibIqFxR0OZ4MR8w,Richard Tucker: The Song and Cantorial Album Collection,False,0,0.933,0.148,114533,0.149,0.759,7,0.152,-20.05,0,0.0376,81.435,4,0.0372
27,00147h65HDYSncB3byziPP,My Shining Hour,['5V0MlUE1Bft0mbLlND7FJz'],['Ella Fitzgerald'],2yprBiSeLBqwoPdDNl5kbI,Ella Fitzgerald Sings The Harold Arlen Song Book,False,13,0.877,0.238,241440,0.253,0.0,10,0.0748,-13.898,1,0.0315,90.855,4,0.164
28,0015JOQ5OqucYtLuplYpTo,"12 Variations on ""See the conquering hero comes"" for Cello and Piano, WoO 45: Variation VII","['2wOqMjp9TyABvtHdOSOTUS', '6rlVhQqS15yJMO4DZqrq6I', '66MvLAvLznk5UOvASVGjk4']","['Ludwig van Beethoven', 'Mischa Maisky', 'Martha Argerich']",78ZbLKWcIAkdgY50qDRMIA,Beethoven: Cello Sonatas Op.69 & 102; Variations,False,11,0.976,0.459,33133,0.105,0.824,7,0.159,-28.353,1,0.047,130.522,1,0.821
29,0016Y7e63mFAihGPakuWWx,Holiday Hugs Ballad,"['4sZOhQx74ddUAkCHIDdXZp', '44aDJ2keEhmBPpSHHirAXs', '5gpuJXrzTHzYxSuVjE1H0p']","['Christmas Hits', 'Christmas Country Angels', 'Astro del Ciel']",6uZiV8diUHGKQNvfqoknkk,One Enchanting New Years 2021,False,0,0.249,0.279,136154,0.0745,0.0608,0,0.371,-25.404,1,0.0394,52.055,4,0.119
30,0018QzCxmMrpa0FubbNdak,Embárgame A Mi,['5CGtBYmVPeLhI1kM2Fn9Gv'],['Los Invasores De Nuevo León'],3W3HJXgsvDaZr8lxKqNN6m,Embargame A Mi,False,31,0.319,0.804,147933,0.796,0.000127,9,0.0987,-8.616,1,0.032,113.964,4,0.965
31,001Dwfn4MiN0M6ax8kY5W1,Future Sick,['0KydPQPUUoTNhmiHKOg5Er'],['Neon Indian'],1S23RKAbHcn3AF2F7ns3sN,Era Extraña,False,27,0.0317,0.302,287307,0.835,0.0219,5,0.535,-5.52,0,0.0922,184.03,4,0.394
32,001ETphIqkYitDNFPLILzo,Knee Deep In The Blues,['1YAtBHWaWzZnkaoSFHGTBV'],['Guy Mitchell'],6tDS6H71BIUdA3UAfk2USN,20 Greatest Hits,False,4,0.254,0.664,128507,0.557,2.16e-05,9,0.0533,-10.238,1,0.0443,170.561,4,0.826
33,001HdTohAhn4PWLNDEvjut,Con Una Lágrima,['32BLNtPX18499VCjsUiFj1'],['Ladron'],2BEj2QytsRptDvt9uaBcKu,Si Fueras Mi Esposa,False,29,0.13,0.743,233520,0.506,9.61e-05,11,0.229,-9.745,0,0.0335,88.784,4,0.784
34,001JylntGYCuHdwEI9XWvy,Juanita - 2008 Remaster,['5s6TJEuHTr9GR894wc6VfP'],['Emmylou Harris'],21UAuk2Gob5d74KvuBRCll,Last Date,False,8,0.419,0.269,186573,0.338,3.03e-06,2,0.991,-12.098,1,0.0306,78.578,3,0.293
35,001OiILKWTwe0sUUR2kQHV,"Lesung Jumengglung (feat. Wulandari, Putri & Suji)","['3vzL5Lh8QtWRE2JIvAeerl', '5sYImT9j2HMCZ3mYmxMgQC', '3tXf27KgtJSJr5rdJ3BjO2', '4ictReWBTkY9cUmgXZbhKj']","['Campursari Sangga Buana', 'Wulandari', 'Putri', 'Suji']",1UsGFe1aCHvjVxZ5wEJNTI,Wuyung,False,22,0.658,0.391,331286,0.628,0.382,10,0.148,-7.157,0,0.0732,77.013,4,0.609
36,001R4t6ad8Ia1LMPg68zUh,Joy to the World!,"['1QL7yTHrdahRMpvNtn6rI2', '375zxMmh2cSgUzFFnva0O7']","['George Frideric Handel', 'Wynton Marsalis']",0tbwWgLLcIfccQxC5JANFO,The Ultimate Classical Christmas,False,0,0.751,0.652,158600,0.33,0.0676,5,0.0515,-14.231,1,0.0792,99.114,3,0.753
37,001TclcMXuFwpsARbPOMq3,El Vals Soñado,['74tkWjgprwTUFyWLQcSsG2'],['Miguel Calo'],4BEHzKPDbdtFTitpWL3Qch,Que Falta Que Me Hacés,False,15,0.851,0.658,210039,0.325,0.0356,1,0.0428,-5.987,1,0.0414,100.93,3,0.603
38,001TlLVgi3IszgJuaycjLx,最愛是我家,['7Bx0SBZoIX73eywmBcdqFb'],['Sally Yeh'],04zAA1DSClVcBi5HyX9vyk,珍重經典13首,False,4,0.739,0.468,210907,0.2,0.000411,9,0.198,-17.968,1,0.0434,73.982,4,0.269
39,001UgTi6pw8RwHEM0XReJ7,Empty,"['1uh1PCdIF0bE9sX3Ayhvjp', '10j6xj09wdYtqbDpjlfLDt']","['rasmus777', 'Kdr']",16CEVp0jYDcRiYd1vOyvDH,2000,True,0,0.52,0.673,153085,0.487,0.000517,10,0.349,-15.422,0,0.205,142.055,4,0.239
40,001UkMQHw4zXfFNdKpwXAF,Brand New Man - with Luke Combs,"['0XKOBt59crntr7HQXXO8Yz', '718COspgdWOnwOFpJHRZHS']","['Brooks & Dunn', 'Luke Combs']",0U3nI78LUpAwprraUf7vAS,Reboot,False,68,0.00372,0.573,191053,0.846,7.87e-05,7,0.29,-4.866,1,0.0344,127.061,4,0.562
41,001VMKfkHZrlyj7JlQbQFL,"Await The King's Justice - From The ""Game Of Thrones"" Soundtrack",['1hCkSJcXREhrodeIHQdav8'],['Ramin Djawadi'],5P9JZJW0itEaDK5RfWiSuZ,Game Of Thrones (Music From The HBO Series),False,38,0.275,0.168,120840,0.0354,0.929,9,0.205,-25.34,0,0.0498,113.659,3,0.0301
42,001YQlnDSduXd5LgBd66gT,El Tiempo Es Dinero - Remasterizado 2007,['7An4yvF7hDYDolN4m5zKBp'],['Soda Stereo'],3i4nU0OIi7gMmXDEhG9ZRt,Soda Stereo (Remastered),False,36,0.0194,0.554,177267,0.921,0.0881,2,0.329,-4.589,1,0.0758,183.571,1,0.7
43,001ZmOPuWEW5czwun7nkha,Would You? (End Title),"['1mhlGWeiNrWnhJJc2EufYk', '3mLYVpwZgpKUH88QeyIkiG']","['Gene Kelly', 'Betty Noyes']",0UC24OTyEd0oJ1KRnrD1es,Singin' in the Rain (Original Motion Picture Soundtrack) [Deluxe Version],False,9,0.915,0.16,92867,0.12,0.00024,5,0.28,-15.244,1,0.0367,169.722,1,0.162
44,001diGYmEQhJlQzpVxdqHh,"Vivaldi: Concerto for 2 Violins & 2 Cellos in D Major, RV 564: II. Largo","['2QOIawHpSlOwXDvSqQ9YJR', '3ffMbKIrSWo557U1wDxNDq', '6p4RwKsAymPrqeEEluZECW']","['Antonio Vivaldi', 'Il Giardino Armonico', 'Giovanni Antonini']",48xpRQpZBQhI2u9CwEcF3y,"Vivaldi : Double & Triple Concertos, 'Il proteo'",False,3,0.9,0.293,152906,0.0172,0.000486,9,0.401,-22.55,1,0.0492,116.878,4,0.308
45,001dsbflFEPAShxDgzH8hI,The Message - Veroniq-Mas Mix,"['0TKKNOoPi13UeMyoMAZBRa', '3qcC8VRByA6g85tBFVxif4']","['Carat Trax II', 'Zolex']",6W9JVMHpGR7V3KfUhU7bCZ,Age Of Love 10 Years,False,0,0.164,0.676,503952,0.971,0.206,0,0.102,-9.07,1,0.0638,139.857,4,0.0403
46,001f6XLtM53gwKSauiUcKI,Tigresa - Remixed Original Album,['7HGNYPmbDrMkylWqeFCOIQ'],['Caetano Veloso'],2rXCY07TM8KFD4af2u6eaV,Bicho,False,31,0.151,0.556,379987,0.315,0.0,1,0.102,-12.923,0,0.228,129.998,4,0.364
47,001fUpSCF076lQq9HqhdCp,Baby Nursery Rhymes with Ocean Waves for Sleep,['5E9Xn7QuCD3VYCuBqLxBdY'],['Baby Lullaby Academy'],5XHo8ZKCPrtTAKFCL4vTER,Baby Lullaby: Piano Lullabies with Nature Sounds of Ocean Waves for Baby Sleep,False,49,0.989,0.627,114991,0.229,0.952,0,0.378,-19.588,1,0.0806,130.038,4,0.53
48,001mG0w1ct6OIrG6dT0ieq,What's Your Name?,"['4QPS1OMdQn2LgCdGgjTUvC', '47JT89uuQEgzbC0azL0wox']","['Radha', 'The Kiwi Kids']",6i7jc6KYvVdfExs9uSDXk6,Mother Goose Nursery Rhymes,False,0,0.501,0.0,13853,0.361,0.0,2,0.245,-16.817,1,0.0,0.0,0,0.0
49,001srebLq7MPEbGHutCJnh,What Am I Going To Do About You,['02rd0anEWfMtF7iMku9uor'],['Reba McEntire'],0GeZdoQkAEwT856RWBUsY4,At Her Very Best,False,2,0.501,0.628,208427,0.38,0.0,9,0.107,-5.946,1,0.0249,78.66,4,0.304
50,001uc6YPCXZ5PqtOF3Zr6S,"Préludes / Book 2, L. 123: 10. Canope","['1Uff91EOsvd99rtAupatMP', '10R3BJKWkCgSXvwPcCbY5H']","['Claude Debussy', 'Duncan Gifford']",4G1S0z1TCYP1omarjfgEew,50 Best Debussy,False,0,0.987,0.499,168000,0.00469,0.831,2,0.0583,-38.122,0,0.0487,127.225,4,0.0651
51,001wfum8GJj0OPfnTg1eh1,Disdain and Contempt,['7ubUEBqbef0F5Z7GLo1t8j'],['Nasum'],2YlDNcXgRa1w79T1CcNMcO,Inhale / Exhale,False,21,0.000123,0.338,32107,0.992,2.14e-05,7,0.236,-5.852,1,0.194,122.97,4,0.0572
52,001xwomVO7W9WwRvORX58j,God Came Last Night,['681oehV7DYDiHAKUtoWINF'],['Jerry A. Dixon Sr.'],2UgErKpWckfXB6WKPAfPES,Hands Across America 2006 Vol. 12,False,0,0.901,0.282,165973,0.143,0.684,8,0.317,-15.278,1,0.0368,169.007,1,0.168
53,0021OD3gH8Tr5hpo8hK8QV,Disney Girls,['7BEfMxbaqx6dOpbtlEqScm'],['Captain & Tennille'],1E2cTF5jk1nLrb0XMkXq4z,Greatest Hits,False,4,0.764,0.273,287667,0.0403,0.0,3,0.0851,-20.341,1,0.032,83.968,3,0.138
54,0024tEymsoc9FyKUauQngQ,To the Unknown Man,['4P70aqttdpJ9vuYFDmf7f6'],['Vangelis'],6Tz3gRyPvHv8eDT5RZ2xXX,Spiral,False,40,0.752,0.305,546107,0.234,0.929,1,0.132,-18.255,1,0.0259,82.453,3,0.078
55,0025JMWRhsWx0GXdlzhHMO,Tyrant - 2016 - Remaster,['6mfghV4I1CD17FOhDKq7cJ'],['Grave Digger'],5kdtaAwsH4ukfhcbDJkYWu,Let Your Heads Roll: The Very Best of the Noise Years 1984-1987,False,1,5.05e-05,0.252,197293,0.877,0.0807,0,0.0685,-7.876,0,0.0481,103.784,4,0.332
56,0028eHE8auhkhXRz6x3UAx,"Cook That Dinner, Dora",['3loACRmkzdtOMNJEaB6j8L'],['Loudon Wainwright III'],71EN0GYQjokwIv5UJQPXCb,Album II,False,12,0.608,0.377,124133,0.297,0.0,0,0.129,-13.271,1,0.0329,172.344,4,0.703
57,0029bXZHiFj1UUF28N3MSS,Black Clouds,['7N3JfLDzzjXdPbsyco7X0l'],['The String Cheese Incident'],33eRh00tERv1BscbFnuUtF,"Rhythm of the Road: Volume One, Incident in Atlanta -11.17.00",False,19,0.303,0.325,1090520,0.764,0.675,2,0.931,-10.32,1,0.047,151.522,4,0.49
58,002CcxKpBE1tfKOy2CRaWr,Teri Bhi Chup Aur Meri Bhi Chup,"['5as8A4G47Ohu9NSWs3Je8U', '0gXDpqwYNDODn7fB0RDN8J']","['Asha Bhosle', 'Mohammed Rafi']",3gEvXwdKGsZZlZPSXme2vH,Halla Gulla (Original Motion Picture Soundtrack),False,0,0.983,0.505,194154,0.419,0.0512,3,0.148,-10.511,0,0.316,134.658,3,0.654
59,002PgfoyfrOGiKch4EW8Wm,Jasmine Runs Away,['5sy77gt4bfsLcSQ8GIe4ZZ'],['Alan Menken'],29EiOQJnxWlX5nVOWQpu3u,Aladdin (Original Motion Picture Soundtrack),False,27,0.985,0.182,46867,0.0334,0.561,8,0.114,-31.46,1,0.0474,80.816,1,0.0683
60,002QT7AS6h1LAF5dla8D92,Still Smell Like It,['3HiuzBlSW7pGDXlSFMhO2g'],['Young Dolph'],27YzHBsMfq6RvPQxWiK9sC,Role Model,True,36,0.0469,0.829,207827,0.653,0.0,1,0.112,-5.298,1,0.185,123.032,4,0.228
61,002aR3zqP6SvscCnPT44on,Binorie Variations,"['72ktMty33X1LsIzHdRr0U5', '2Q4AoMelkWlbAoSjcALnyR', '3na0iumTFmVD62dzsoQjS9']","['Tom Scott', 'The Vienna Orchestra', 'F. Charles Adler']",4sceU3BniczUrjv7KsfOLx,Kohs & Scott: Orchestral Works,False,0,0.925,0.203,726436,0.107,0.832,4,0.112,-21.175,0,0.0399,107.391,4,0.0375
62,002ajE8KlXm6vOA6s3bsrt,She's a Star,['26bcq2nyj5GB7uRr558iQg'],['Survivor'],1vDCPR1K9O81nzU2bRWYNE,Too Hot to Sleep,False,24,0.000768,0.582,344533,0.813,0.0575,7,0.104,-12.079,1,0.0418,134.763,4,0.585
63,002ak2fuoNB5KW0plsN1jp,Sally,['0ODWsmNXtn928qhhEn87C8'],['Vaya Con Dios'],3FteFh6UKUrLciSCBjMsmO,Night Owls,False,25,0.421,0.731,213533,0.39,2.55e-06,9,0.0785,-12.023,0,0.0286,97.397,4,0.696
64,002dh6a4LfxfGGnhPZY4fG,"Paris, France / When Does This Feeling Go Away?","['103gx064OcKkknnC8OrpNe', '2FXZDmxEeLU4GNpIaILYkD']","['Stephen Douglass', 'Make a Wish Ensemble']",6jg7suUjQMRS6aDdv5IJpI,Make A Wish,False,0,0.919,0.389,309347,0.312,4.08e-06,7,0.425,-9.839,1,0.04,119.479,4,0.289
65,002eRBobl0nTnJTdnjCRBU,No Time To Kill,['3Ay15wt0QChT4Kapsuw5Jt'],['Clint Black'],2c1M2gj8SPkArjb7LpYRWL,Greatest Hits,False,22,0.103,0.584,239253,0.67,0.0,5,0.302,-9.329,1,0.0297,92.959,4,0.805
66,002fhSLEiQTcfuzWIuCzai,Manana Tepotzlan,['1I7FVmvisCtSFzmm87mbLR'],['El Búho'],7Dv9mJbGOT3lrTdetYeXMk,Turntables on the Caribbean,False,7,0.278,0.616,240000,0.522,1.26e-06,10,0.143,-10.062,1,0.271,80.007,4,0.394
67,002pdL8LwUGIdd8Xdy6sjI,Amma,['0aMKv4of9m0yrGYhNp7qiZ'],['Indrani Perera'],6JxigWHL1QB1szIEyYCYEN,Dilhani,False,7,0.155,0.402,206893,0.422,0.00637,7,0.247,-12.324,1,0.0494,89.493,4,0.662
68,002qgT2p2RAL8KTmvdfGU7,Get This Place - Radio Mix,['123hDJRbi4KtCdBaaKNHW6'],['Paul Elstak'],7q5Zgj1zvQ6jdj4cOccJmz,History Of Dance - The Years 1997-1998,False,0,0.0064,0.572,203027,0.988,0.315,0,0.419,-5.352,1,0.0499,158.917,4,0.656
69,002s5fCsXK74hG58UUshH2,Freeezin',['5titkTztShEPJSoCL9TXF2'],['Freeez'],04S99UxdngAfYMS40yjcld,Freeez Frame! - The Best of Freeez,False,5,0.00624,0.725,363000,0.408,0.604,0,0.197,-13.767,0,0.0481,110.27,4,0.829
70,002sGwDZYna3CKXbYIilHz,Life,['3TcWMrT4GT6H95mspFncxF'],['Latte Chill'],4ftGAfgBonfpeKzwvEtj4Z,Year 2009,False,0,0.218,0.525,166949,0.659,0.865,9,0.119,-14.273,0,0.0314,128.002,4,0.739
71,003057gC4sO3atWCLDJBoN,Blueberry Hill,['09C0xjtosNAIXP36wTnWxd'],['Fats Domino'],1xG5S6sfeFZcekU2qjGlGf,Volume II,False,3,0.879,0.367,146989,0.688,0.0665,10,0.963,-11.854,1,0.0481,144.017,3,0.646
72,00309sp8DDeN07RtAyBKIX,Workaholic,['18JD8DVlD1fakDAw7E9LFC'],['2 Unlimited'],6NhL15fEltVRFpld3hvaWV,Get Ready,True,35,0.000704,0.57,251646,0.881,0.19,7,0.334,-12.808,1,0.0483,128.91,4,0.623
73,003CXD2qx8kN4CbanMpbZ4,Kalahari Wind,['5kQSUT9ApO5g8D6DJEDXR9'],['Chill Out 2018'],13e9xyzOlI8VqJyGvM3CpC,Chill Out 2019,False,0,0.563,0.513,299184,0.359,0.893,9,0.216,-15.598,0,0.0353,90.008,4,0.0929
74,003FTlCpBTM4eSqYSWPv4H,"Swing, Swing",['3vAaWhdBR38Q02ohXqaNHT'],['The All-American Rejects'],0TvOeelcHQXYgPcyQiLhyR,The All-American Rejects,False,70,6.48e-05,0.553,233267,0.717,0.128,7,0.0385,-5.857,1,0.0318,127.947,4,0.318
75,003HCDYw3Uh7hJhcYfctvu,This Way,['6FbDoZnMBTdhhhLuJBOOqP'],['Jewel'],3qDqgzRUP61tdS0AQEJGib,This Way,False,32,0.0953,0.608,257000,0.573,7.11e-05,6,0.0724,-8.531,1,0.0261,104.906,4,0.46
76,003IdD0Ir5LSZHlrPpLZlm,"Lute Suite in E Minor, BWV 996 (Arr. J. Williams for Guitar): II. Allemande","['5aIqB5nVVvmFsvSdExz408', '6mBYeMZZUhJKEvRXagJYzY']","['Johann Sebastian Bach', 'John Williams']",3qSHa8YP6cPCLotgDK4DYk,"Bach: Lute Suites, Vol. I",False,27,0.989,0.293,120907,0.186,0.848,7,0.109,-27.67,1,0.0419,152.045,4,0.796
77,003JzPprzThp8SHUctgXnn,Willow Weep For Me - Remastered 1998,['4PDpGtF16XpqvXxsrFwQnN'],['Thelonious Monk'],7cUNwCAr6hCyGCzwyveU7j,"Genius Of Modern Music (Vol.2, Expanded Edition)",False,11,0.797,0.461,182413,0.454,0.00612,7,0.107,-8.499,1,0.0419,142.197,4,0.298
78,003Pk5OdEhGuJM8P3gAaTO,Smyrna - Ahmed Helmy Remix,"['2EkfPtV51pAXyUAX1754nR', '3afrnirjcNh4t0fHx7CFGN', '00k5zSa7jWCoEZ0e6tly9m']","['Ellez Ria', 'OzzyXPM', 'Ahmed Helmy']",5ATOagCk3hS9zY0Feyct6I,2 Years Suanda Base,False,0,0.0341,0.58,195238,0.98,0.74,4,0.412,-4.941,0,0.191,134.053,4,0.12
